Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-9053,B-2320,beauty and personal care,health care,medical equipment accessories,2.1,1/12/15,8/21/21
P-10737,B-2828,beauty and personal care,health care,medical equipment accessories,3.1,3/3/15,10/15/21
P-11126,B-2946,beauty and personal care,hair care,conditioners,1,11/3/15,3/9/21
P-10303,B-2722,beauty and personal care,makeup,vanity boxes,1.6,12/3/15,8/26/21
P-7701,B-3078,beauty and personal care,fragrances,deodorants,1,1/12/16,5/14/21
P-5641,B-3078,beauty and personal care,fragrances,deodorants,5,1/12/16,8/23/21
P-3265,B-3078,beauty and personal care,fragrances,deodorants,4.3,1/12/16,9/26/21
P-9520,B-2462,beauty and personal care,combos and kits,rythmx combos and kits,1.8,2/6/16,3/28/21
P-4107,B-1059,beauty and personal care,hair care,hair colors,1,3/22/16,5/2/21
P-7266,B-3078,beauty and personal care,combos and kits,mxofere combos and kits,4.8,12/12/16,12/12/21
P-12325,B-3078,beauty and personal care,fragrances,deodorants,1.4,1/12/17,6/6/21
P-9579,B-3078,beauty and personal care,body and skin care,hand care,2.7,1/12/17,12/27/21
P-5490,B-1462,beauty and personal care,fragrances,deodorants,3.9,2/3/17,8/20/21
P-7729,B-2056,beauty and personal care,makeup,face,3.9,11/4/17,1/31/21
P-7254,B-3078,beauty and personal care,combos and kits,mxofere combos and kits,3.3,12/12/17,4/10/21
P-8038,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,3.4,12/12/17,1/30/21
P-12135,B-3078,beauty and personal care,fragrances,deodorants,1.3,1/12/18,6/21/21
P-414,B-3078,beauty and personal care,fragrances,deodorants,4.9,1/12/18,7/2/21
P-2329,B-3078,beauty and personal care,fragrances,deodorants,2.5,1/12/18,5/4/21
P-2325,B-3078,beauty and personal care,fragrances,deodorants,5,1/12/18,9/21/21
P-5092,B-3078,beauty and personal care,fragrances,deodorants,2.2,1/12/18,10/10/21
P-3843,B-3078,beauty and personal care,fragrances,deodorants,4.6,1/12/18,8/26/21
P-2757,B-3078,beauty and personal care,fragrances,deodorants,2.6,1/12/18,11/22/21
P-2765,B-3078,beauty and personal care,fragrances,deodorants,4.9,1/12/18,3/31/21
P-3841,B-3078,beauty and personal care,fragrances,deodorants,1.3,1/12/18,5/10/21
P-3258,B-3078,beauty and personal care,fragrances,deodorants,2.6,1/12/18,2/19/21
P-12313,B-3078,beauty and personal care,fragrances,deodorants,1.2,1/12/18,5/18/21
P-4689,B-1245,beauty and personal care,body and skin care,body and skin accessories,1.8,2/4/18,12/14/21
P-11557,B-3086,beauty and personal care,makeup,makeup accessories,1.6,10/5/18,11/20/21
P-8027,B-3078,beauty and personal care,combos and kits,oxyglow combos and kits,1.1,12/12/18,10/23/21
P-3247,B-3078,beauty and personal care,fragrances,deodorants,3.5,1/12/19,8/14/21
P-3897,B-3078,beauty and personal care,fragrances,deodorants,5,1/12/19,7/27/21
P-418,B-3078,beauty and personal care,fragrances,deodorants,3.4,1/12/19,10/1/21
P-12317,B-3078,beauty and personal care,fragrances,deodorants,4.4,1/12/19,5/1/21
P-12318,B-3078,beauty and personal care,fragrances,deodorants,2.2,1/12/19,5/30/21
P-3292,B-3078,beauty and personal care,fragrances,deodorants,4.3,1/12/19,6/7/21
P-1170,B-3078,beauty and personal care,fragrances,deodorants,3.1,1/12/19,6/8/21
P-9514,B-2462,beauty and personal care,combos and kits,rythmx combos and kits,3,2/6/19,10/7/21
P-7207,B-1932,beauty and personal care,body and skin care,lip care,5,3/3/20,4/10/21
P-1196,B-186,beauty and personal care,bath and spa,bath and spa accessories,2.1,4/13/20,7/13/21
P-5489,B-1461,beauty and personal care,makeup,face,4.8,6/15/14,3/22/21
P-4139,B-1075,beauty and personal care,makeup,body,4,5/16/13,7/1/21
P-8389,B-2204,beauty and personal care,hair care,hair care accessories,3.3,6/17/19,3/8/21
P-1518,B-280,beauty and personal care,combos and kits,avon combos and kits,2.9,4/19/15,10/16/21
P-1303,B-218,beauty and personal care,makeup,nails,3.5,5/20/13,6/13/21
P-10709,B-2818,beauty and personal care,hair care,hair care accessories,1.7,6/21/19,7/23/21
P-6831,B-1819,beauty and personal care,hair care,hair colors,3.5,3/22/19,4/22/21
P-6565,B-1726,beauty and personal care,hair care,hair colors,4.1,5/22/20,8/22/21
P-4656,B-1236,beauty and personal care,health care,health care devices,3.3,5/24/18,4/18/21
P-7872,B-2097,beauty and personal care,eye care,contact lenses,3.1,3/26/15,10/24/21
P-9727,B-3078,beauty and personal care,body and skin care,face care,4,12/31/15,
P-7896,B-3078,beauty and personal care,body and skin care,face care,1.4,12/31/16,1/3/21
P-5497,B-3078,beauty and personal care,body and skin care,face care,5,12/31/19,7/22/21
P-7818,B-2080,cameras accessories,camera accessories,lens hoods,2.6,12/29/19,
P-8489,B-2238,cameras accessories,camera accessories,battery chargers,2.3,4/19/13,6/14/21
P-1739,B-368,cameras accessories,camera accessories,lens hoods,4,4/24/13,
P-5414,B-1444,cameras accessories,camera accessories,lens hoods,3.5,12/29/13,6/12/21
P-3827,B-985,cameras accessories,camera accessories,lens hoods,2.5,12/29/17,12/31/21
P-5442,B-1444,cameras accessories,camera accessories,lens hoods,2.6,12/29/18,12/28/21
P-5419,B-1444,cameras accessories,camera accessories,lens hoods,2.2,12/29/19,4/26/21
P-5444,B-1444,cameras accessories,camera accessories,lens hoods,2.5,12/29/19,7/10/21
P-7818,B-2080,cameras accessories,camera accessories,lens hoods,2.6,12/29/19,3/10/21
P-7204,B-3078,clothing,women s clothing,western wear,3.7,1/12/12,
P-7178,B-3078,clothing,women s clothing,western wear,4.5,1/12/12,
P-4976,B-3078,clothing,women s clothing,western wear,4.1,1/12/12,4/21/21
P-6139,B-3078,clothing,women s clothing,western wear,4.8,1/12/12,4/30/21
P-7121,B-3078,clothing,women s clothing,western wear,3.3,1/12/12,2/23/21
P-6919,B-3078,clothing,women s clothing,western wear,3.7,1/12/12,9/30/21
P-6974,B-3078,clothing,women s clothing,western wear,3.3,1/12/12,11/9/21
P-6194,B-3078,clothing,women s clothing,western wear,3.2,1/12/12,10/7/21
P-10034,B-2679,clothing,men s clothing,shirts,2.6,3/12/12,11/22/21
P-6546,B-2372,clothing,men s clothing,shirts,1.5,3/12/12,10/12/21
P-9261,B-2679,clothing,men s clothing,shirts,5,3/12/12,7/13/21
P-10003,B-3078,clothing,women s clothing,western wear,2.7,3/12/12,6/7/21
P-6388,B-2679,clothing,men s clothing,shirts,4.1,6/12/12,5/3/21
P-5194,B-2372,clothing,men s clothing,shirts,3.7,6/12/12,11/10/21
P-5288,B-2679,clothing,men s clothing,shirts,2.5,6/12/12,3/15/21
P-10634,B-3078,clothing,women s clothing,lingerie sleep swimwear,4.8,12/12/12,1/20/21
P-10633,B-3078,clothing,men s clothing,winter seasonal wear,1.2,12/29/12,10/28/21
P-1786,B-2679,clothing,women s clothing,western wear,5,12/30/12,6/18/21
P-3909,B-3078,clothing,women s clothing,western wear,3.8,1/1/13,5/14/21
P-5643,B-3078,clothing,women s clothing,ethnic wear,2,1/12/13,1/9/21
P-6978,B-3078,clothing,women s clothing,western wear,4.3,1/12/13,6/18/21
P-5025,B-3078,clothing,women s clothing,western wear,3,1/12/13,1/24/21
P-6183,B-3078,clothing,women s clothing,western wear,3,1/12/13,9/30/21
P-6329,B-3078,clothing,women s clothing,western wear,2.6,1/12/13,12/31/21
P-7074,B-3078,clothing,women s clothing,western wear,3.7,1/12/13,3/27/21
P-7072,B-3078,clothing,women s clothing,western wear,1.8,1/12/13,10/21/21
P-3373,B-877,clothing,women s clothing,western wear,2.4,2/4/13,12/31/21
P-6541,B-1721,clothing,kids clothing,girls wear,3.8,2/4/13,8/17/21
P-5038,B-1328,clothing,kids clothing,girls wear,1.4,2/4/13,1/6/21
P-11363,B-3017,clothing,women s clothing,lingerie sleep swimwear,4.3,2/4/13,9/1/21
P-9457,B-2443,clothing,kids clothing,girls wear,4.7,3/4/13,6/5/21
P-6455,B-3078,clothing,men s clothing,cargos shorts 3 4ths,3.6,4/1/13,4/4/21
P-2512,B-615,clothing,kids clothing,girls wear,4.7,5/4/13,6/15/21
P-4573,B-3078,clothing,kids clothing,girls wear,1.6,6/1/13,10/31/21
P-8050,B-3078,clothing,women s clothing,western wear,5,6/1/13,3/14/21
P-9250,B-3078,clothing,women s clothing,western wear,1.5,6/1/13,1/25/21
P-8045,B-3078,clothing,women s clothing,western wear,2.5,6/1/13,
P-215,B-3078,clothing,men s clothing,winter seasonal wear,4.1,6/1/13,1/31/21
P-5861,B-2372,clothing,men s clothing,shirts,5,6/12/13,3/3/21
P-5233,B-2373,clothing,men s clothing,shirts,3.6,6/12/13,12/12/21
P-8519,B-2201,clothing,women s clothing,lingerie sleep swimwear,5,7/1/13,4/12/21
P-9618,B-2281,clothing,women s clothing,lingerie sleep swimwear,3.8,7/1/13,
P-9537,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/13,7/23/21
P-4280,B-334,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/13,12/21/21
P-11614,B-334,clothing,women s clothing,lingerie sleep swimwear,2.6,7/1/13,1/20/21
P-8805,B-3078,clothing,men s clothing,winter seasonal wear,3.2,7/1/13,11/2/21
P-261,B-3078,clothing,women s clothing,western wear,1.2,7/1/13,9/26/21
P-8434,B-1936,clothing,women s clothing,lingerie sleep swimwear,4.2,7/1/13,8/7/21
P-6668,B-2201,clothing,women s clothing,lingerie sleep swimwear,4.5,7/1/13,7/22/21
P-5083,B-3078,clothing,women s clothing,western wear,2.4,7/1/13,
P-4363,B-3078,clothing,women s clothing,western wear,3.4,7/1/13,6/28/21
P-9535,B-1805,clothing,women s clothing,lingerie sleep swimwear,2.7,7/1/13,7/11/21
P-1777,B-2679,clothing,men s clothing,shirts,2,7/1/13,11/16/21
P-8763,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.7,7/1/13,
P-8432,B-2281,clothing,women s clothing,lingerie sleep swimwear,2,7/1/13,8/31/21
P-3928,B-3078,clothing,men s clothing,t shirts,2,7/1/13,12/20/21
P-7229,B-3078,clothing,women s clothing,fusion wear,2.7,7/1/13,9/14/21
P-8841,B-2284,clothing,women s clothing,western wear,4,7/6/13,
P-10953,B-2901,clothing,kids clothing,girls wear,3.4,9/3/13,11/24/21
P-9546,B-2469,clothing,kids clothing,girls wear,3.1,9/6/13,10/30/21
P-10010,B-2626,clothing,women s clothing,western wear,1.5,10/5/13,1/29/21
P-5128,B-3078,clothing,women s clothing,western wear,3.3,12/1/13,6/4/21
P-8172,B-2154,clothing,men s clothing,shirts,1.8,12/3/13,3/23/21
P-1757,B-373,clothing,kids clothing,boys wear,3.3,12/5/13,3/16/21
P-1200,B-187,clothing,women s clothing,western wear,5,12/6/13,2/23/21
P-6806,B-1812,clothing,kids clothing,girls wear,4.6,12/6/13,5/7/21
P-8454,B-3078,clothing,men s clothing,t shirts,4.3,12/12/13,4/4/21
P-6810,B-2679,clothing,women s clothing,western wear,4.5,12/12/13,11/28/21
P-5597,B-1487,clothing,men s clothing,t shirts,4.3,12/12/13,4/14/21
P-7885,B-2372,clothing,women s clothing,western wear,2.1,12/30/13,5/19/21
P-1959,B-3078,clothing,women s clothing,western wear,4,1/1/14,12/10/21
P-8333,B-3078,clothing,women s clothing,western wear,3.7,1/1/14,2/1/21
P-9907,B-3078,clothing,women s clothing,western wear,1.1,1/1/14,3/22/21
P-6169,B-3078,clothing,women s clothing,western wear,1.1,1/12/14,10/5/21
P-6148,B-3078,clothing,women s clothing,western wear,2.8,1/12/14,3/15/21
P-5070,B-3078,clothing,women s clothing,western wear,2.4,1/12/14,4/25/21
P-5120,B-3078,clothing,women s clothing,western wear,5,1/12/14,11/28/21
P-5788,B-3078,clothing,women s clothing,western wear,1,1/12/14,11/12/21
P-4629,B-3078,clothing,women s clothing,western wear,1.7,1/12/14,6/8/21
P-6186,B-3078,clothing,women s clothing,western wear,5,1/12/14,12/28/21
P-8500,B-3078,clothing,women s clothing,ethnic wear,3.2,1/12/14,
P-7477,B-2001,clothing,women s clothing,ethnic wear,1.1,2/3/14,1/29/21
P-12150,B-3238,clothing,kids clothing,boys wear,2.9,2/4/14,2/7/21
P-4231,B-1092,clothing,kids clothing,infants wear,3.3,3/5/14,11/24/21
P-9499,B-3078,clothing,women s clothing,winter seasonal wear,3.2,3/12/14,3/15/21
P-12545,B-3078,clothing,men s clothing,trousers,3.2,3/12/14,1/16/21
P-8446,B-2223,clothing,women s clothing,western wear,1.6,3/19/14,
P-3707,B-3078,clothing,women s clothing,western wear,3.8,4/1/14,10/21/21
P-7354,B-3078,clothing,men s clothing,navaksha men s clothing,2.5,6/1/14,2/18/21
P-134,B-3078,clothing,women s clothing,western wear,2.7,6/1/14,5/13/21
P-9783,B-3078,clothing,women s clothing,western wear,2,6/1/14,3/29/21
P-1763,B-376,clothing,kids clothing,infants wear,4.6,6/5/14,1/14/21
P-5167,B-2372,clothing,men s clothing,shirts,2,6/12/14,10/16/21
P-1709,B-3078,clothing,women s clothing,western wear,5,7/1/14,11/26/21
P-4490,B-3078,clothing,women s clothing,western wear,4.2,7/1/14,
P-6613,B-1820,clothing,women s clothing,lingerie sleep swimwear,4.2,7/1/14,11/5/21
P-11856,B-3231,clothing,women s clothing,lingerie sleep swimwear,2.4,7/1/14,12/22/21
P-2665,B-3078,clothing,women s clothing,western wear,3,7/1/14,10/9/21
P-10586,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/14,3/6/21
P-12191,B-2281,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/14,2/1/21
P-5538,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.9,7/1/14,10/5/21
P-6593,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/14,12/1/21
P-7790,B-3078,clothing,men s clothing,winter seasonal wear,2.6,7/1/14,10/26/21
P-4384,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.7,7/1/14,7/7/21
P-9711,B-2355,clothing,women s clothing,lingerie sleep swimwear,4.7,7/1/14,4/3/21
P-9616,B-2281,clothing,women s clothing,lingerie sleep swimwear,2,7/1/14,9/16/21
P-9712,B-3078,clothing,men s clothing,t shirts,2.2,7/1/14,4/18/21
P-3482,B-3078,clothing,women s clothing,western wear,1.6,7/1/14,10/31/21
P-8435,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.9,7/1/14,
P-11086,B-2201,clothing,women s clothing,lingerie sleep swimwear,5,7/1/14,9/3/21
P-9100,B-3078,clothing,women s clothing,fusion wear,1.8,7/1/14,1/2/21
P-2059,B-3078,clothing,women s clothing,western wear,1.1,7/1/14,6/6/21
P-3606,B-932,clothing,women s clothing,ethnic wear,4.4,7/3/14,7/31/21
P-6577,B-1730,clothing,women s clothing,accessories,2.7,9/4/14,5/12/21
P-11391,B-3027,clothing,women s clothing,western wear,2.9,10/5/14,6/10/21
P-9252,B-2388,clothing,kids clothing,girls wear,3.5,10/6/14,11/7/21
P-9543,B-2469,clothing,kids clothing,girls wear,3.8,11/3/14,10/8/21
P-3729,B-953,clothing,women s clothing,western wear,2.6,12/5/14,9/5/21
P-11128,B-2948,clothing,women s clothing,western wear,1.3,12/5/14,12/18/21
P-9166,B-2679,clothing,men s clothing,jeans,3.9,12/12/14,6/11/21
P-3547,B-2372,clothing,women s clothing,western wear,1.6,12/12/14,8/2/21
P-7724,B-3078,clothing,women s clothing,fusion wear,2.7,12/12/14,1/22/21
P-7373,B-3078,clothing,women s clothing,western wear,3.1,12/12/14,10/9/21
P-8108,B-3078,clothing,women s clothing,western wear,3.7,1/1/15,1/30/21
P-3052,B-3078,clothing,women s clothing,western wear,3,1/1/15,6/2/21
P-2714,B-3078,clothing,women s clothing,western wear,4.9,1/1/15,7/2/21
P-4969,B-3078,clothing,women s clothing,western wear,4.7,1/12/15,11/19/21
P-6585,B-3078,clothing,women s clothing,western wear,1.2,1/12/15,2/8/21
P-5649,B-3078,clothing,women s clothing,ethnic wear,4.2,1/12/15,1/8/21
P-4972,B-3078,clothing,women s clothing,western wear,1.7,1/12/15,10/3/21
P-5069,B-3078,clothing,women s clothing,western wear,4.4,1/12/15,1/10/21
P-6046,B-3078,clothing,women s clothing,western wear,2.1,1/12/15,
P-6550,B-3078,clothing,women s clothing,western wear,3.2,1/12/15,2/16/21
P-6706,B-3078,clothing,women s clothing,western wear,5,1/12/15,9/23/21
P-1940,B-414,clothing,kids clothing,boys wear,3.2,2/3/15,10/5/21
P-7751,B-2063,clothing,kids clothing,boys wear,3.4,2/4/15,4/28/21
P-12337,B-3283,clothing,men s clothing,ethnic wear,5,3/3/15,9/4/21
P-4229,B-1092,clothing,kids clothing,infants wear,3.8,3/5/15,1/8/21
P-6658,B-3078,clothing,women s clothing,western wear,4.5,3/12/15,1/4/21
P-1418,B-3078,clothing,men s clothing,ethnic wear,1.8,3/12/15,7/11/21
P-7230,B-3078,clothing,women s clothing,western wear,3,4/1/15,10/11/21
P-3554,B-3078,clothing,women s clothing,western wear,3.4,6/1/15,7/11/21
P-8048,B-3078,clothing,women s clothing,western wear,1.1,6/1/15,11/6/21
P-10902,B-3078,clothing,women s clothing,western wear,1.4,6/1/15,3/6/21
P-5237,B-3078,clothing,women s clothing,western wear,1.5,6/1/15,10/10/21
P-3989,B-3078,clothing,men s clothing,winter seasonal wear,5,6/1/15,
P-8046,B-3078,clothing,women s clothing,western wear,3,6/1/15,11/28/21
P-6391,B-2679,clothing,men s clothing,shirts,4.5,6/1/15,3/5/21
P-5634,B-1502,clothing,women s clothing,fusion wear,1.9,6/4/15,7/4/21
P-5124,B-2679,clothing,men s clothing,shirts,3.2,6/12/15,2/27/21
P-2453,B-3078,clothing,women s clothing,western wear,3.1,7/1/15,
P-4381,B-2201,clothing,women s clothing,lingerie sleep swimwear,2.5,7/1/15,2/23/21
P-6165,B-678,clothing,women s clothing,lingerie sleep swimwear,1,7/1/15,10/3/21
P-11631,B-3078,clothing,women s clothing,western wear,1.4,7/1/15,8/29/21
P-10077,B-1936,clothing,women s clothing,lingerie sleep swimwear,3.5,7/1/15,4/20/21
P-4293,B-2281,clothing,women s clothing,lingerie sleep swimwear,1.4,7/1/15,7/10/21
P-12503,B-3078,clothing,women s clothing,western wear,4,7/1/15,4/15/21
P-11092,B-378,clothing,women s clothing,lingerie sleep swimwear,3.7,7/1/15,11/5/21
P-11706,B-3078,clothing,women s clothing,western wear,1.8,7/1/15,3/17/21
P-8248,B-2355,clothing,women s clothing,lingerie sleep swimwear,1,7/1/15,4/9/21
P-8850,B-2330,clothing,women s clothing,lingerie sleep swimwear,1.2,7/1/15,11/28/21
P-6667,B-2281,clothing,women s clothing,lingerie sleep swimwear,5,7/1/15,9/2/21
P-4279,B-2201,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/15,2/27/21
P-11097,B-378,clothing,women s clothing,lingerie sleep swimwear,2.4,7/1/15,3/24/21
P-12187,B-378,clothing,women s clothing,lingerie sleep swimwear,5,7/1/15,4/23/21
P-4819,B-3078,clothing,women s clothing,western wear,2,7/1/15,4/21/21
P-3739,B-3078,clothing,women s clothing,western wear,3.6,7/1/15,9/1/21
P-11551,B-2355,clothing,women s clothing,lingerie sleep swimwear,5,7/1/15,1/11/21
P-4331,B-3078,clothing,women s clothing,western wear,4.3,7/1/15,11/1/21
